fid,tile_id,country_iso3,admin1_code,admin1_name_ko,admin1_name_en,area_km2,land_ratio,is_coastal,center_x,center_y,neighbor_ids,population,city_name_ko,city_name_en,city_class,is_capital,map_class,tile_name_code,tile_name_ko,tile_name_en,tile_name_method,tile_name_population,tile_name_overlap_km2,tile_name_previous_code,tile_name_previous_population,district_slots,district_1,district_2,district_3,primary_industry,terrain,source_year,manual_override,assignment_method,overlap_km2,assignment_score
105,KOR_P_R100038_C100024,KOR,KR-47,경북,Gyeongbuk,605.2099867281504,1.0000000000000062,False,1134452.2892734488,1869965.3499999999,"[""KOR_P_R100037_C100023"",""KOR_P_R100037_C100024"",""KOR_P_R100038_C100023"",""KOR_P_R100038_C100025"",""KOR_P_R100039_C100023"",""KOR_P_R100039_C100024""]",NULL,NULL,NULL,NULL,False,KR-47,KR-47:bonghwa,봉화,Bonghwa,dominant_overlap,41452,386.0356583539314,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,601.2242419181681,0.9934142778582855
106,KOR_P_R100038_C100025,KOR,KR-42,강원,Gangwon,605.2099867281504,0.9864111322274035,True,1160887.801326509,1869965.3499999999,"[""KOR_P_R100037_C100024"",""KOR_P_R100038_C100024"",""KOR_P_R100039_C100024""]",NULL,NULL,NULL,NULL,False,KR-42,KR-47:uljin,울진,Uljin,dominant_overlap,46112,402.91562997717665,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,453.22966877111793,0.7488800229839907
107,KOR_P_R100039_C100017,KOR,KR-41,경기,Gyeonggi,605.2099867281541,0.9723780349363681,True,962621.4609285563,1892859.1749999998,"[""KOR_P_R100038_C100017""]",NULL,NULL,NULL,NULL,False,KR-41,KR-41:pyeongtaek,평택,Pyeongtaek,dominant_overlap,500787,325.672488608345,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,582.5748881067467,0.9625995949872277
108,KOR_P_R100039_C100018,KOR,KR-41,경기,Gyeonggi,605.2099867281532,0.9999999999999992,False,989056.9729816167,1892859.1749999998,"[""KOR_P_R100038_C100018"",""KOR_P_R100038_C100019"",""KOR_P_R100039_C100019""]",NULL,NULL,NULL,NULL,False,KR-41,KR-41:anseong,안성,Anseong,dominant_overlap,193220,385.3725329586754,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,527.1948014913902,0.8710940219963593
109,KOR_P_R100039_C100019,KOR,KR-43,충북,Chungbuk,605.2099867281552,1.0,False,1015492.4850346771,1892859.1749999998,"[""KOR_P_R100038_C100019"",""KOR_P_R100038_C100020"",""KOR_P_R100039_C100018"",""KOR_P_R100039_C100020""]",NULL,NULL,NULL,NULL,False,KR-43,KR-43:eumseong,음성,Eumseong,dominant_overlap,90377,266.2204095198898,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,557.322073468607,0.9208738878906534
110,KOR_P_R100039_C100020,KOR,KR-43,충북,Chungbuk,605.2099867281532,0.9999999999999984,False,1041927.9970877374,1892859.1749999998,"[""KOR_P_R100038_C100020"",""KOR_P_R100039_C100019"",""KOR_P_R100039_C100021""]",NULL,NULL,NULL,NULL,False,KR-43,KR-43:chungju,충주,Chungju,dominant_overlap,218098,502.0036333411007,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,598.7041093608675,0.9892502147850246
111,KOR_P_R100039_C100021,KOR,KR-43,충북,Chungbuk,605.2099867281561,1.0,False,1068363.509140798,1892859.1749999998,"[""KOR_P_R100038_C100021"",""KOR_P_R100038_C100022"",""KOR_P_R100039_C100020"",""KOR_P_R100039_C100022""]",NULL,NULL,NULL,NULL,False,KR-43,KR-43:danyang,단양,Danyang,dominant_overlap,37320,315.8351290097122,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,569.1416805231581,0.9404036499794262
112,KOR_P_R100039_C100022,KOR,KR-42,강원,Gangwon,605.2099867281541,1.0000000000000024,False,1094799.0211938582,1892859.1749999998,"[""KOR_P_R100038_C100022"",""KOR_P_R100038_C100023"",""KOR_P_R100039_C100021"",""KOR_P_R100039_C100023""]",NULL,NULL,NULL,NULL,False,KR-42,KR-43:danyang,단양,Danyang,dominant_overlap,37320,218.79107785425185,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,256.8355246992278,0.42437423428472304
113,KOR_P_R100039_C100023,KOR,KR-47,경북,Gyeongbuk,605.2099867281541,1.0000000000000016,False,1121234.5332469186,1892859.1749999998,"[""KOR_P_R100038_C100023"",""KOR_P_R100038_C100024"",""KOR_P_R100039_C100022"",""KOR_P_R100039_C100024""]",NULL,NULL,NULL,NULL,False,KR-47,KR-47:bonghwa,봉화,Bonghwa,dominant_overlap,41452,396.95093465824414,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,370.8294079718809,0.6127285010226519
114,KOR_P_R100039_C100024,KOR,KR-42,강원,Gangwon,605.2099867281541,0.9999999999999961,False,1147670.045299979,1892859.1749999998,"[""KOR_P_R100038_C100024"",""KOR_P_R100038_C100025"",""KOR_P_R100039_C100023""]",NULL,NULL,NULL,NULL,False,KR-42,KR-47:uljin,울진,Uljin,dominant_overlap,46112,281.8350832332344,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,482.62057292582944,0.7974431742855741
115,KOR_P_R100040_C100017,KOR,KR-41,경기,Gyeonggi,605.2099867281532,0.9288346085655449,True,949403.7049020261,1915753.0,"[""KOR_P_R100041_C100016"",""KOR_P_R100041_C100017""]",1234582,수원,Suwon,metropolis,False,metropolis,KR-41:hwaseong,화성,Hwaseong,dominant_overlap,904267,301.89069370288564,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,562.1399811226029,0.9288346085655449
116,KOR_P_R100040_C100018,KOR,KR-41,경기,Gyeonggi,605.2099867281523,1.0,False,975839.2169550866,1915753.0,"[""KOR_P_R100040_C100019"",""KOR_P_R100041_C100017"",""KOR_P_R100041_C100018""]",1076369,용인,Yongin,metropolis,False,metropolis,KR-41:yongin,용인,Yongin,dominant_overlap,1076369,438.18486332887505,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,605.2099867281523,1.0
117,KOR_P_R100040_C100019,KOR,KR-41,경기,Gyeonggi,605.2099867281504,0.9999999999999992,False,1002274.7290081469,1915753.0,"[""KOR_P_R100040_C100018"",""KOR_P_R100040_C100020"",""KOR_P_R100041_C100018"",""KOR_P_R100041_C100019""]",NULL,NULL,NULL,NULL,False,KR-41,KR-41:icheon,이천,Icheon,dominant_overlap,223422,335.2202619469571,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,587.7078139310398,0.9710808261910386
118,KOR_P_R100040_C100020,KOR,KR-42,강원,Gangwon,605.2099867281513,1.0000000000000016,False,1028710.2410612073,1915753.0,"[""KOR_P_R100040_C100019"",""KOR_P_R100041_C100019"",""KOR_P_R100041_C100020""]",NULL,NULL,NULL,NULL,False,KR-42,KR-42:wonju,원주,Wonju,dominant_overlap,310854,390.60912828932334,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,528.7644855261917,0.8736876408546486
119,KOR_P_R100040_C100021,KOR,KR-42,강원,Gangwon,605.2099867281513,0.999999999999999,False,1055145.7531142677,1915753.0,"[""KOR_P_R100040_C100022"",""KOR_P_R100041_C100020"",""KOR_P_R100041_C100021""]",NULL,NULL,NULL,NULL,False,KR-42,KR-43:jecheon,제천,Jecheon,dominant_overlap,137147,231.0562740541196,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,464.0978068070173,0.7668376546725445
120,KOR_P_R100040_C100022,KOR,KR-42,강원,Gangwon,605.2099867281532,1.0000000000000044,False,1081581.265167328,1915753.0,"[""KOR_P_R100040_C100021"",""KOR_P_R100040_C100023"",""KOR_P_R100041_C100021"",""KOR_P_R100041_C100022""]",NULL,NULL,NULL,NULL,False,KR-42,KR-42:yeongwol,영월,Yeongwol,dominant_overlap,NULL,457.43442924839974,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,595.3380777525263,0.983688456581829
121,KOR_P_R100040_C100023,KOR,KR-42,강원,Gangwon,605.2099867281494,1.0000000000000047,False,1108016.7772203884,1915753.0,"[""KOR_P_R100040_C100022"",""KOR_P_R100040_C100024"",""KOR_P_R100041_C100022"",""KOR_P_R100041_C100023""]",NULL,NULL,NULL,NULL,False,KR-42,KR-42:jeongseon,정선,Jeongseon,dominant_overlap,46362,431.170029779377,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,605.2099867281523,1.0000000000000047
122,KOR_P_R100040_C100024,KOR,KR-42,강원,Gangwon,605.2099867281504,1.0000000000000047,False,1134452.2892734488,1915753.0,"[""KOR_P_R100040_C100023"",""KOR_P_R100040_C100025"",""KOR_P_R100041_C100023"",""KOR_P_R100041_C100024""]",NULL,NULL,NULL,NULL,False,KR-42,KR-42:samcheok,삼척,Samcheok,dominant_overlap,72368,351.45773521625233,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,605.2099867281532,1.0000000000000047
123,KOR_P_R100040_C100025,KOR,KR-42,강원,Gangwon,605.2099867281504,0.6062784329443982,True,1160887.801326509,1915753.0,"[""KOR_P_R100040_C100024"",""KOR_P_R100041_C100024""]",NULL,NULL,NULL,NULL,False,KR-42,KR-42:samcheok,삼척,Samcheok,dominant_overlap,72368,325.2813106295242,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,366.92576235584306,0.6062784329443982
124,KOR_P_R100041_C100016,KOR,KR-28,인천,Incheon,605.2099867281523,0.9659883899745086,True,936185.9488754959,1938646.8249999997,"[""KOR_P_R100040_C100017"",""KOR_P_R100041_C100017""]",3015482,인천,Incheon,metropolis,False,metropolis,KR-28:incheon,인천,Incheon,dominant_overlap,3015482,234.33748949896085,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,2022,False,minimum_representation,204.60893495204925,0.3380792442936923
125,KOR_P_R100041_C100017,KOR,KR-11,서울,Seoul,605.2099867281541,0.9999999999999961,False,962621.4609285563,1938646.8249999997,"[""KOR_P_R100040_C100017"",""KOR_P_R100040_C100018"",""KOR_P_R100041_C100016""]",914832,성남,Seongnam,city,False,city,KR-11:seoul,서울,Seoul,dominant_overlap,10349312,256.13111242397974,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,2022,False,minimum_representation,264.78576539799786,0.43751056857053033
126,KOR_P_R100041_C100018,KOR,KR-41,경기,Gyeonggi,605.209986728157,0.9999999999999937,False,989056.9729816167,1938646.8249999997,"[""KOR_P_R100040_C100018"",""KOR_P_R100040_C100019"",""KOR_P_R100041_C100019""]",NULL,NULL,NULL,NULL,False,KR-41,KR-41:gwangju,광주,Gwangju,dominant_overlap,396055,291.8457734344444,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,605.2099867281532,0.9999999999999937
127,KOR_P_R100041_C100019,KOR,KR-41,경기,Gyeonggi,605.2099867281552,1.0000000000000024,False,1015492.4850346771,1938646.8249999997,"[""KOR_P_R100040_C100019"",""KOR_P_R100040_C100020"",""KOR_P_R100041_C100018"",""KOR_P_R100041_C100020""]",NULL,NULL,NULL,NULL,False,KR-41,KR-41:yangpyeong,양평,Yangpyeong,dominant_overlap,126982,423.8654334316015,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,521.8104982771473,0.8621974351383782
128,KOR_P_R100041_C100020,KOR,KR-42,강원,Gangwon,605.2099867281552,1.0000000000000027,False,1041927.9970877374,1938646.8249999997,"[""KOR_P_R100040_C100020"",""KOR_P_R100040_C100021"",""KOR_P_R100041_C100019"",""KOR_P_R100041_C100021""]",NULL,NULL,NULL,NULL,False,KR-42,KR-42:hoengseong,횡성,Hoengseong,dominant_overlap,47362,343.6594890012293,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,604.6313181630363,0.9990438548969637
129,KOR_P_R100041_C100021,KOR,KR-42,강원,Gangwon,605.2099867281552,1.0000000000000062,False,1068363.509140798,1938646.8249999997,"[""KOR_P_R100040_C100021"",""KOR_P_R100040_C100022"",""KOR_P_R100041_C100020"",""KOR_P_R100041_C100022""]",NULL,NULL,NULL,NULL,False,KR-42,KR-42:pyeongchang,평창,Pyeongchang,dominant_overlap,43706,266.8850477137337,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,605.2099867281589,1.0000000000000062
130,KOR_P_R100041_C100022,KOR,KR-42,강원,Gangwon,605.2099867281561,0.9999999999999984,False,1094799.0211938582,1938646.8249999997,"[""KOR_P_R100040_C100022"",""KOR_P_R100040_C100023"",""KOR_P_R100041_C100021"",""KOR_P_R100041_C100023""]",NULL,NULL,NULL,NULL,False,KR-42,KR-42:jeongseon,정선,Jeongseon,dominant_overlap,46362,333.6447215407419,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,605.2099867281552,0.9999999999999984
131,KOR_P_R100041_C100023,KOR,KR-42,강원,Gangwon,605.2099867281541,1.0000000000000016,False,1121234.5332469186,1938646.8249999997,"[""KOR_P_R100040_C100023"",""KOR_P_R100040_C100024"",""KOR_P_R100041_C100022"",""KOR_P_R100041_C100024""]",NULL,NULL,NULL,NULL,False,KR-42,KR-42:jeongseon,정선,Jeongseon,dominant_overlap,46362,370.8231687293658,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,605.2099867281552,1.0000000000000016
132,KOR_P_R100041_C100024,KOR,KR-42,강원,Gangwon,605.2099867281541,0.6357440873401496,True,1147670.045299979,1938646.8249999997,"[""KOR_P_R100040_C100024"",""KOR_P_R100040_C100025"",""KOR_P_R100041_C100023""]",NULL,NULL,NULL,NULL,False,KR-42,KR-42:donghae,동해,Donghae,population_representation,103115,96.07665363442325,KR-42:samcheok,72368,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,384.7586706616344,0.6357440873401496
133,KOR_P_R100042_C100016,KOR,KR-41,경기,Gyeonggi,605.2099867281513,0.7770388714486883,True,922968.1928489658,1961540.65,"[""KOR_P_R100042_C100017"",""KOR_P_R100043_C100016""]",NULL,NULL,NULL,NULL,False,KR-41,KR-41:gimpo,김포,Gimpo,dominant_overlap,486258,263.3871240970545,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,446.743640445282,0.7381630347186432
134,KOR_P_R100042_C100017,KOR,KR-41,경기,Gyeonggi,605.2099867281494,1.0000000000000016,False,949403.7049020261,1961540.65,"[""KOR_P_R100042_C100016"",""KOR_P_R100043_C100016"",""KOR_P_R100043_C100017""]",10349312,서울,Seoul,metropolis,True,capital,KR-11:seoul,서울,Seoul,dominant_overlap,10349312,220.0868281533165,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,420.16883663982964,0.6942529797158862
135,KOR_P_R100042_C100018,KOR,KR-41,경기,Gyeonggi,605.2099867281523,0.9999999999999957,False,975839.2169550866,1961540.65,"[""KOR_P_R100042_C100019"",""KOR_P_R100043_C100018""]",732783,남양주,Namyangju,city,False,city,KR-41:namyangju,남양주,Namyangju,dominant_overlap,732783,441.1625603482342,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,559.3086519646113,0.9241563494156965
136,KOR_P_R100042_C100019,KOR,KR-41,경기,Gyeonggi,605.2099867281504,1.0000000000000016,False,1002274.7290081469,1961540.65,"[""KOR_P_R100042_C100018"",""KOR_P_R100042_C100020"",""KOR_P_R100043_C100018"",""KOR_P_R100043_C100019""]",NULL,NULL,NULL,NULL,False,KR-41,KR-41:gapyeong,가평,Gapyeong,dominant_overlap,55415,245.83021097735454,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,390.8595795042362,0.6458247353406669
137,KOR_P_R100042_C100020,KOR,KR-42,강원,Gangwon,605.2099867281513,1.0000000000000078,False,1028710.2410612073,1961540.65,"[""KOR_P_R100042_C100019"",""KOR_P_R100043_C100019"",""KOR_P_R100043_C100020""]",NULL,NULL,NULL,NULL,False,KR-42,KR-42:hongcheon,홍천,Hongcheon,dominant_overlap,70401,467.7782198190098,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,602.7406486019516,0.9959198655336979
138,KOR_P_R100042_C100021,KOR,KR-42,강원,Gangwon,605.2099867281504,1.000000000000003,False,1055145.7531142677,1961540.65,"[""KOR_P_R100042_C100022"",""KOR_P_R100043_C100021""]",NULL,NULL,NULL,NULL,False,KR-42,KR-42:hongcheon,홍천,Hongcheon,dominant_overlap,70401,355.9350278145914,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,605.2099867281523,1.000000000000003
139,KOR_P_R100042_C100022,KOR,KR-42,강원,Gangwon,605.2099867281541,1.000000000000003,False,1081581.265167328,1961540.65,"[""KOR_P_R100042_C100021"",""KOR_P_R100042_C100023"",""KOR_P_R100043_C100021"",""KOR_P_R100043_C100022""]",NULL,NULL,NULL,NULL,False,KR-42,KR-42:pyeongchang,평창,Pyeongchang,dominant_overlap,43706,443.93342082111263,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,605.2099867281561,1.000000000000003
140,KOR_P_R100042_C100023,KOR,KR-42,강원,Gangwon,605.2099867281504,1.0,False,1108016.7772203884,1961540.65,"[""KOR_P_R100042_C100022"",""KOR_P_R100042_C100024"",""KOR_P_R100043_C100022"",""KOR_P_R100043_C100023""]",NULL,NULL,NULL,NULL,False,KR-42,KR-42:gangneung,강릉,Gangneung,dominant_overlap,229869,309.914507278945,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,605.2099867281504,1.0
141,KOR_P_R100042_C100024,KOR,KR-42,강원,Gangwon,605.2099867281504,0.6577120304703321,True,1134452.2892734488,1961540.65,"[""KOR_P_R100042_C100023"",""KOR_P_R100043_C100023""]",NULL,NULL,NULL,NULL,False,KR-42,KR-42:gangneung,강릉,Gangneung,dominant_overlap,229869,316.2859605504423,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,398.0538892318945,0.6577120304703321
142,KOR_P_R100043_C100016,KOR,KR-41,경기,Gyeonggi,605.2099867281523,0.8510133914706838,True,936185.9488754959,1984434.4749999999,"[""KOR_P_R100042_C100016"",""KOR_P_R100042_C100017"",""KOR_P_R100043_C100017"",""KOR_P_R100044_C100017""]",520803,파주,Paju,city,False,city,KR-41:paju,파주,Paju,dominant_overlap,520803,398.34115258327006,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,515.0418033574524,0.8510133914706838
143,KOR_P_R100043_C100017,KOR,KR-41,경기,Gyeonggi,605.2099867281541,1.0,False,962621.4609285563,1984434.4749999999,"[""KOR_P_R100042_C100017"",""KOR_P_R100043_C100016"",""KOR_P_R100044_C100017""]",NULL,NULL,NULL,NULL,False,KR-41,KR-41:yangju,양주,Yangju,dominant_overlap,285930,226.77638316703224,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,605.2099867281541,1.0
144,KOR_P_R100043_C100018,KOR,KR-41,경기,Gyeonggi,605.209986728157,0.9999999999999937,False,989056.9729816167,1984434.4749999999,"[""KOR_P_R100042_C100018"",""KOR_P_R100042_C100019"",""KOR_P_R100043_C100019"",""KOR_P_R100044_C100018"",""KOR_P_R100044_C100019""]",NULL,NULL,NULL,NULL,False,KR-41,KR-41:gapyeong,가평,Gapyeong,dominant_overlap,55415,420.3105401559048,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,605.2099867281532,0.9999999999999937
145,KOR_P_R100043_C100019,KOR,KR-42,강원,Gangwon,605.2099867281552,0.9999999999999952,False,1015492.4850346771,1984434.4749999999,"[""KOR_P_R100042_C100019"",""KOR_P_R100042_C100020"",""KOR_P_R100043_C100018"",""KOR_P_R100043_C100020"",""KOR_P_R100044_C100019"",""KOR_P_R100044_C100020""]",NULL,NULL,NULL,NULL,False,KR-42,KR-42:chuncheon,춘천,Chuncheon,dominant_overlap,273130,522.6608558639774,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,504.39560682420733,0.8334224779584957
146,KOR_P_R100043_C100020,KOR,KR-42,강원,Gangwon,605.2099867281532,1.0,False,1041927.9970877374,1984434.4749999999,"[""KOR_P_R100042_C100020"",""KOR_P_R100043_C100019"",""KOR_P_R100043_C100021"",""KOR_P_R100044_C100020""]",NULL,NULL,NULL,NULL,False,KR-42,KR-42:hongcheon,홍천,Hongcheon,dominant_overlap,70401,353.37472553204486,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,605.2099867281532,1.0
147,KOR_P_R100043_C100021,KOR,KR-42,강원,Gangwon,605.2099867281552,1.0000000000000062,False,1068363.509140798,1984434.4749999999,"[""KOR_P_R100042_C100021"",""KOR_P_R100042_C100022"",""KOR_P_R100043_C100020"",""KOR_P_R100043_C100022"",""KOR_P_R100044_C100021"",""KOR_P_R100044_C100022""]",NULL,NULL,NULL,NULL,False,KR-42,KR-42:inje,인제,Inje,dominant_overlap,34120,341.8471039321449,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,605.2099867281589,1.0000000000000062
148,KOR_P_R100043_C100022,KOR,KR-42,강원,Gangwon,605.209986728157,0.9999999999999873,False,1094799.0211938582,1984434.4749999999,"[""KOR_P_R100042_C100022"",""KOR_P_R100042_C100023"",""KOR_P_R100043_C100021"",""KOR_P_R100043_C100023"",""KOR_P_R100044_C100022""]",NULL,NULL,NULL,NULL,False,KR-42,KR-42:yangyang,양양,Yangyang,dominant_overlap,27390,221.32660366283417,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,605.2099867281494,0.9999999999999873
149,KOR_P_R100043_C100023,KOR,KR-42,강원,Gangwon,605.2099867281552,0.5135456371323578,True,1121234.5332469186,1984434.4749999999,"[""KOR_P_R100042_C100023"",""KOR_P_R100042_C100024"",""KOR_P_R100043_C100022""]",NULL,NULL,NULL,NULL,False,KR-42,KR-42:gangneung,강릉,Gangneung,dominant_overlap,229869,260.1135169137764,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,310.8029482331762,0.5135456371323578
150,KOR_P_R100044_C100017,KOR,KR-41,경기,Gyeonggi,605.2099867281532,0.7587986092877932,True,949403.7049020261,2007328.2999999998,"[""KOR_P_R100043_C100016"",""KOR_P_R100043_C100017""]",NULL,NULL,NULL,NULL,False,KR-41,KR-41:yeoncheon,연천,Yeoncheon,dominant_overlap,50655,471.8330684013214,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,459.14614610022926,0.7586559312783901
151,KOR_P_R100044_C100018,KOR,KR-41,경기,Gyeonggi,605.2099867281523,1.0000000000000149,False,975839.2169550866,2007328.2999999998,"[""KOR_P_R100043_C100018"",""KOR_P_R100044_C100019""]",NULL,NULL,NULL,NULL,False,KR-41,KR-41:pocheon,포천,Pocheon,dominant_overlap,141825,354.663127880909,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,398.27298798067477,0.6580740515102746
152,KOR_P_R100044_C100019,KOR,KR-42,강원,Gangwon,605.2099867281504,0.9999999999999949,False,1002274.7290081469,2007328.2999999998,"[""KOR_P_R100043_C100018"",""KOR_P_R100043_C100019"",""KOR_P_R100044_C100018"",""KOR_P_R100044_C100020""]",NULL,NULL,NULL,NULL,False,KR-42,KR-42:hwacheon,화천,Hwacheon,dominant_overlap,23822,292.7195719053535,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,518.3141838072223,0.8564204080790225
153,KOR_P_R100044_C100020,KOR,KR-42,강원,Gangwon,605.2099867281513,1.0,False,1028710.2410612073,2007328.2999999998,"[""KOR_P_R100043_C100019"",""KOR_P_R100043_C100020"",""KOR_P_R100044_C100019""]",NULL,NULL,NULL,NULL,False,KR-42,KR-42:hwacheon,화천,Hwacheon,dominant_overlap,23822,329.58554601497457,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,605.2099867281513,1.0
154,KOR_P_R100044_C100021,KOR,KR-42,강원,Gangwon,605.2099867281504,1.0,False,1055145.7531142677,2007328.2999999998,"[""KOR_P_R100043_C100021"",""KOR_P_R100044_C100022""]",NULL,NULL,NULL,NULL,False,KR-42,KR-42:inje,인제,Inje,dominant_overlap,34120,423.8905370930866,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,605.2099867281504,1.0
155,KOR_P_R100044_C100022,KOR,KR-42,강원,Gangwon,605.2099867281541,0.9999999999999906,False,1081581.265167328,2007328.2999999998,"[""KOR_P_R100043_C100021"",""KOR_P_R100043_C100022"",""KOR_P_R100044_C100021""]",NULL,NULL,NULL,NULL,False,KR-42,KR-42:sokcho,속초,Sokcho,population_representation,89461,51.544222680631634,KR-42:inje,34120,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,605.2099867281485,0.9999999999999906
156,KOR_P_R100045_C100018,KOR,KR-42,강원,Gangwon,605.209986728157,0.6779113931425133,True,989056.9729816167,2030222.125,"[""KOR_P_R100045_C100019""]",NULL,NULL,NULL,NULL,False,KR-42,KR-42:cheorwon,철원,Cheorwon,dominant_overlap,54040,421.89967695615485,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,410.2787452466469,0.6779113931425133
157,KOR_P_R100045_C100019,KOR,KR-42,강원,Gangwon,605.2099867281532,0.7005045165548331,True,1015492.4850346771,2030222.125,"[""KOR_P_R100045_C100018"",""KOR_P_R100045_C100020""]",NULL,NULL,NULL,NULL,False,KR-42,KR-42:hwacheon,화천,Hwacheon,dominant_overlap,23822,387.4084035941582,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,423.95232916716196,0.7005045165548331
158,KOR_P_R100045_C100020,KOR,KR-42,강원,Gangwon,605.2099867281494,0.672003479316981,True,1041927.9970877374,2030222.125,"[""KOR_P_R100045_C100019"",""KOR_P_R100045_C100021""]",NULL,NULL,NULL,NULL,False,KR-42,KR-42:yanggu,양구,Yanggu,dominant_overlap,24027,417.2592586654654,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,406.70321679870034,0.672003479316981
159,KOR_P_R100045_C100021,KOR,KR-42,강원,Gangwon,605.2099867281532,0.9977599236605326,True,1068363.509140798,2030222.125,"[""KOR_P_R100045_C100020"",""KOR_P_R100046_C100022""]",NULL,NULL,NULL,NULL,False,KR-42,KR-42:inje,인제,Inje,dominant_overlap,34120,385.6753165743996,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,603.8542701564741,0.9977599236605326
160,KOR_P_R100046_C100022,KOR,KR-42,강원,Gangwon,605.2099867281561,0.5592056892526398,True,1081581.265167328,2053115.95,"[""KOR_P_R100045_C100021""]",NULL,NULL,NULL,NULL,False,KR-42,KR-42:goseong,고성,Goseong,dominant_overlap,62446,301.00805540969895,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,338.43686777089954,0.5592056892526398
